jobtitle,similar_titles
supervisor de desmantelamiento de equipos industriales y edificios/supervisora de desmantelamiento de equipos industriales y edificios,"supervisor de desmantelamiento de equipos industriales y edificios/supervisora de desmantelamiento de equipos industriales y edificios
supervisor de desmantelamiento de instalaciones industriales
supervisora de desmantelamiento de instalaciones industriales
supervisor de seguridad de desmantelamiento de instalaciones
supervisora de desmantelamiento de equipos industriales y edificios
supervisora de seguridad de desmantelamiento de instalaciones
supervisor de desmantelamiento de equipos industriales y edificios"
"responsable de salud, seguridad y medio ambiente","responsable de salud, seguridad y medio ambiente
director de HSE
coordinador de HSE
gerente de servicios de sostenibilidad y HSE
directora de HSE
coordinadora de HSE
gerente corporativo de HSE"
analista de calidad en centro de llamadas,"analista de calidad en centro de llamadas
especialista en control de calidad de centro de llamadas
reponsable de control de calidad en centro de llamadas
analista de servicio al cliente en centro de llamadas"
director de la estrategia de la empresa para ventas on line/directora de la estrategia de la empresa para ventas on line,"director de la estrategia de la empresa para ventas on line/directora de la estrategia de la empresa para ventas on line
eBusiness manager
especialista en comercio electrónico
gestor de e-business
director de la estrategia de la empresa para ventas on line
gestora de e-business
responsable de comercio electrónico
gestora de comercio electrónico
gestor de comercio electrónico
gestora de e-commerce
directora de la estrategia de la empresa para ventas on line
gestor de e-commerce"
sacristán/sacristana,"sacristán/sacristana
sacristán
sacristana"
ingeniero de instalaciones/ingeniera de instalaciones,"ingeniero de instalaciones/ingeniera de instalaciones
ingeniero de instalaciones
ingeniera de instalaciones"
mayorista de carne y productos cárnicos,"mayorista de carne y productos cárnicos
consultor de comercio al por mayor de carne y productos cárnicos
consultora de comercio al por mayor de carne y productos cárnicos
comerciante al por mayor de carne y productos cárnicos"
ingeniero especializado en generación de energía eléctrica/ingeniera especializada en generación de energía eléctrica,"ingeniero especializado en generación de energía eléctrica/ingeniera especializada en generación de energía eléctrica
ingeniera especializada en generación de energía eléctrica
ingeniero especializado en generación de energía eléctrica"
entrenador artístico/entrenadora artística,"entrenador artístico/entrenadora artística
entrenadora artística
entrenador artístico"
azafato/azafata,"azafato/azafata
auxiliar
moza de cabina
tripulante de cabina
tripulante de cabina de pasajeros
mozo de cabina"
diseñador de copias de muebles antiguos/diseñadora de copias de muebles antiguos,"diseñador de copias de muebles antiguos/diseñadora de copias de muebles antiguos
diseñador de  copias de muebles antiguos
reproductor de muebles antiguos
reproductora de muebles antiguos
diseñadora de  copias de muebles antiguos
ebanista"
profesor de formación profesional en electrónica y automatización/profesora de formación profesional en electrónica y automatización,"profesor de formación profesional en electrónica y automatización/profesora de formación profesional en electrónica y automatización
profesor de formación profesional en electrónica y automatización
profesora de formación profesional en electrónica y automatización"
montador de pirotecnia/montadora de pirotecnia,"montador de pirotecnia/montadora de pirotecnia
ensamblador de artículos pirotécnicos
operaria de fabricación de pirotecnia
montadora de pirotecnia
montador de pirotecnia
montadora de artículos pirotécnicos
montador de artículos pirotécnicos
operario de fabricación de pirotecnia
operario de fabricación de fuegos artificiales
ensambladora de artículos pirotécnicos
operaria de fabricación de fuetos artificiales"
director de agencia de seguros/directora de agencia de seguros,"director de agencia de seguros/directora de agencia de seguros
directora de agencia de seguros
director de agencia de seguros"
director de producción en explotación acuícola/directora de producción en explotación acuícola,"director de producción en explotación acuícola/directora de producción en explotación acuícola
responsable de producción acuícola
director de producción en explotacion acuícola
directora de producción en explotacion acuícola"
ingeniero de grupos motopropulsores/ingeniera de grupos motopropulsores,"ingeniero de grupos motopropulsores/ingeniera de grupos motopropulsores
ingeniera de desarrollo de propulsión
ingeniera de transmisión
ingeniero de desarrollo de propulsión
diseñadora de tren motriz
ingeniero de transmisión
ingeniera de propulsión
experto en tren motriz
experta en tren motriz
diseñador de tren motriz
ingeniero de propulsión"
coordinador de programas medioambientales/coordinadora de programas medioambientales,"coordinador de programas medioambientales/coordinadora de programas medioambientales
coordinador de programas medioambientales
coordinadora de programas medioambientales"
técnico en maquinaria de forja/técnica en maquinaria de forja,"técnico en maquinaria de forja/técnica en maquinaria de forja
técnica en maquinaria de forja
técnico en maquinaria de forja"
montador de productos de plástico/montadora de productos de plástico,"montador de productos de plástico/montadora de productos de plástico
operario de fabricación de productos de plástico
operador de fabricación de productos de plástico
ensambladora de productos de plástico
ensamblador de productos de plástico
operaria de fabricación de productos de plástico
operadora de fabricación de productos de plástico
montadora de productos de plástico
montador de productos de plástico"
profesor universitario de física/profesora universitaria de física,"profesor universitario de física/profesora universitaria de física
profesora universitaria de física
profesor universitario de física"
operador de máquinas hiladoras/operadora de máquinas hiladoras,"operador de máquinas hiladoras/operadora de máquinas hiladoras
operadora de máquina hiladora
operador de máquina hiladora"
profesor particular/profesora particular,"profesor particular/profesora particular
mentora
profesor particular
tutora
profesora particular
mentor
tutor"
asesor fiscal/asesora fiscal,"asesor fiscal/asesora fiscal
asesor fiscal
asesora fiscal"
profesor de lengua de signos/profesora de lengua de signos,"profesor de lengua de signos/profesora de lengua de signos
profesor de lengua de signos
profesora de lengua de signos"
constructor inmobiliario/constructora inmobiliaria,"constructor inmobiliario/constructora inmobiliaria
contructor inmobiliario
encargado de obra
maestro constructor
maestra constructora
contructora inmobiliaria
maestra albañil
constructor
responsable de empresa de reformas
maestro albañil
constructora
encargada de obra"
técnico en pirotecnia/técnica en pirotecnia,"técnico en pirotecnia/técnica en pirotecnia
operador de pirotecnia
operadora de pirotecnia
técnico en pirotecnia
técnica en pirotecnia"
técnico de producción de calzado/técnica de producción de calzado,"técnico de producción de calzado/técnica de producción de calzado
técnico de manufactura de calzado
técnica de producción de calzado
técnico de fabricación de calzado
técnica de manufactura de calzado
técnico de métodos y organización de la industria del calzado
técnico de producción de calzado
técnica de métodos y organización de la industria del calzado
técnica de fabricación de calzado"
operador de máquinas para rellenar bombonas y botellas con gases/operadora de máquinas para rellenar bombonas y botellas con gases,"operador de máquinas para rellenar bombonas y botellas con gases/operadora de máquinas para rellenar bombonas y botellas con gases
operadora de máquinas para rellenar bombonas y botellas con gases
operador de máquinas para rellenar bombonas y botellas con gases"
